invited,userCF_reco,evtCF_reco,svdCF_reco,user_reco,evt_p_reco,evt_c_reco,user_pop,frnd_infl,evt_pop,interested,not_interested
0,0.0,0.2682815950123393,0.6091099089078903,0.0,0.8259265453296258,0.8259265453296258,0.00023101391255828612,0.0,-3.910877992109229e-05,0,0
0,0.0,0.2682815950123393,0.6091099286859026,0.0,0.1649779379477051,0.1649779379477051,0.00023101391255828612,0.0,1.840413172757284e-05,0,0
0,1.2,0.5918911087028815,0.9489984547938843,122.13469705011745,-1.0,-1.0,0.00023101391255828612,0.0,0.0001725387349459954,1,0
0,0.0,0.2682815950123393,0.6091099257903823,0.0,1.024117015427586,1.024117015427586,0.00023101391255828612,0.0,1.610361526162623e-05,0,0
0,-0.10256410256410255,0.16816114159349266,0.9490578087765169,27.177369162036726,2.443664409712554e-07,2.443664409712554e-07,0.00023101391255828612,0.0,6.441446104650494e-05,0,0
0,0.02702702702702703,0.21393379803069812,0.9489836611363901,34.761156596491965,2.203221798335875e-07,2.203221798335875e-07,0.00023101391255828612,0.0,0.0002346526795265537,0,0
0,0.0,0.2682815950123393,0.606764914859824,0.0,1.400832668525609,1.400832668525609,0.00015972655671083356,0.0,1.610361526162623e-05,0,0
0,1.1654279696054364,1.1977934321884778,0.9487055711895832,5.290328511183081,0.002419625138597281,0.002419625138597281,0.00015972655671083356,0.0,0.0005659270506228649,1,0
0,1.0984765622797583,1.531274614497637,0.94826636638263,3.9530659638202685,-0.4984503739494027,-0.4984503739494027,0.00015972655671083356,0.0,0.001214672694019808,1,0
0,-0.5,-1,0.947082770721503,0.0004094639607540307,1.4008326685628567,1.4008326685628567,0.00015972655671083356,0.0,-1.380309879567963e-05,0,0
0,0.6666666666666666,1.0,0.9500226078056124,6.193251753661144e-06,-0.4991277568698548,-0.4991277568698548,0.00015972655671083356,0.0,5.981342811461173e-05,1,0
0,0.0,0.2682815950123393,0.606764914859824,0.0,1.400832668525609,1.400832668525609,0.00015972655671083356,0.0,-5.751291164866513e-05,0,0
0,-1,-0.5384615384615382,0.9507075836931197,1.8528397082590635,0.5003145532679846,0.5003145532679846,0.00015972655671083356,0.0,0.0002300516465946605,0,0
0,1.0,1.0,0.9489272096230866,0.0,-1.0,-1.0,7.637930983655632e-05,0.0,0.0002576578441860198,1,0
0,0.0,0.2682815950123393,0.6086044957895694,0.0,0.0,0.0,7.637930983655632e-05,0.0,-8.051807630813118e-05,0,0
0,0.0,0.2682815950123393,0.6086044868050381,0.0,0.0,0.0,7.637930983655632e-05,0.0,5.981342811461173e-05,0,0
0,0.0,0.2682815950123393,0.6086044951376053,0.0,0.0,0.0,7.637930983655632e-05,0.0,1.840413172757284e-05,0,0
0,0.0,0.2682815950123393,0.6086044850321188,0.0,0.4898954861248467,0.4898954861248467,7.637930983655632e-05,0.0,1.150258232973302e-05,0,0
0,0.0,0.0,0.9489272646953602,1.491406641246095,0.0,0.0,7.637930983655632e-05,0.0,-5.521239518271852e-05,0,0
0,0.0,0.2682815950123393,0.6086045576026435,0.0,0.0,0.0,1.5275861967311264e-05,0.0,4.60103293189321e-06,0,0
0,0.0,0.2682815950123393,0.6086045558986495,0.0,0.5963003358480812,0.5963003358480812,1.5275861967311264e-05,0.0,8.972014217191759e-05,0,0
0,0.0,0.2682815950123393,0.6086045648581171,0.0,0.0,0.0,1.5275861967311264e-05,0.0,3.680826345514568e-05,0,0
0,1.0,0.2682815950123393,0.9489273373901908,0.0,-1.0,-1.0,1.5275861967311264e-05,0.0,1.150258232973302e-05,1,0
0,0.0,0.2682815950123393,0.608604568573994,0.0,0.6714780071053725,0.6714780071053725,1.5275861967311264e-05,0.0,1.150258232973302e-05,0,0
0,0.0,0.2682815950123393,0.6086045593649348,0.0,0.0,0.0,1.5275861967311264e-05,0.0,2.760619759135926e-05,0,0
0,0.0,0.2682815950123393,0.5889578835227973,0.0,0.6398188507832495,0.6398188507832495,0.00042558015445772434,0.0,2.530568112541266e-05,0,0
0,0.0,0.2682815950123393,0.5889578862450546,0.0,2.2223204403371e-06,2.2223204403371e-06,0.00042558015445772434,0.0,0.0005728286000207046,0,0
0,0.0,0.2682815950123393,0.5889579065558298,0.0,0.6398188507832495,0.6398188507832495,0.00042558015445772434,0.0,7.361652691029137e-05,0,0
0,0.0,0.2682815950123393,0.5889579357294152,0.0,0.6398188507832495,0.6398188507832495,0.00042558015445772434,0.0,4.60103293189321e-05,0,0
0,1.0,0.2682815950123393,0.94801914296261,0.0,-1.0,-1.0,0.00042558015445772434,0.0,5.981342811461173e-05,1,0
0,0.0,0.2682815950123393,0.5889579141523721,0.0,0.6398188507832495,0.6398188507832495,0.00042558015445772434,0.0,0.0001656371855481556,0,0
0,1.0,1.0,0.949453819848407,1.3353806378010402,0.32091855846955464,0.32091855846955464,0.00031328916911906783,0.0,5.981342811461173e-05,1,0
0,1.5,1.0,0.9478448103700494,1.5460915259045627,0.3206308251081753,0.3206308251081753,0.00031328916911906783,0.0,0.0001702382184800488,1,0
0,0.0,0.2682815950123393,0.6092913340272413,0.0,2.5261353880640915,2.5261353880640915,0.00031328916911906783,0.0,-4.60103293189321e-06,0,0
0,0.0,0.0,0.9505512287711517,1.7501551662170296,2.5261353875721686,2.5261353875721686,0.00031328916911906783,0.0,-2.530568112541266e-05,0,0
0,0.0,0.0,0.9496126849302386,0.8065620599353986,2.5261353875721686,2.5261353875721686,0.00031328916911906783,0.0,-1.150258232973302e-05,0,0
0,0.0,0.0,0.9681362357324093,1.284630930506776,1.2349908523729796,1.2349908523729796,0.00031328916911906783,0.0,-0.000460103293189321,0,0
0,1.1818181818181819,0.9474451963662965,0.9493314436831843,8.81845650996258,0.32032589378929144,0.32032589378929144,0.00031328916911906783,0.0,0.0001081242738994904,1,0
0,1.0,0.2682815950123393,0.9489261162168614,0.0,0.3206134136494905,0.3206134136494905,0.00031328916911906783,0.0,2.760619759135926e-05,1,0
0,0.0,0.2682815950123393,0.6092913340271838,0.0,2.5261353875721686,2.5261353875721686,0.00031328916911906783,0.0,-2.300516465946605e-06,0,0
